age,annual_income,employment_type,years_employed,credit_score,existing_debt,loan_amount,loan_term,approval_status
26,31034,Self-Employed,17,649,29890,210029,12,0
36,205983,Self-Employed,4,589,68520,255676,360,0
53,105606,Self-Employed,9,779,39392,190860,60,1
31,72070,Employed,16,656,35179,227705,12,1
58,107276,Self-Employed,9,456,33202,34739,180,1
26,85598,Self-Employed,6,651,35079,115881,12,1
38,173564,Employed,13,495,11215,158904,48,1
31,201067,Employed,13,639,73957,102240,12,1
23,117908,Self-Employed,5,850,26197,126129,360,1
44,54014,Employed,1,717,44211,118773,36,0
53,122781,Employed,14,653,32480,207114,60,1
47,35350,Self-Employed,15,661,579,66689,36,1
30,132480,Self-Employed,20,570,54027,38382,120,1
51,217106,Employed,3,472,43977,178804,36,1
48,47048,Self-Employed,29,786,39253,242200,12,1
25,39904,Employed,18,712,3590,6426,60,1
63,99232,Employed,6,737,37516,169021,24,1
37,83056,Self-Employed,22,775,45839,210355,180,1
39,86177,Self-Employed,23,584,29436,291829,360,0
32,15959,Employed,1,720,12572,206302,24,1
29,52027,Self-Employed,12,714,18376,151384,120,1
26,177248,Self-Employed,10,722,43264,235735,360,1
33,49374,Employed,18,610,10781,17409,48,0
24,28552,Employed,12,628,11152,248263,12,0
35,114682,Employed,26,689,30583,10788,48,1
26,48423,Employed,14,708,31194,208122,180,1
41,85778,Unemployed,22,725,30207,137412,120,1
38,72935,Employed,26,657,3813,6497,180,1
40,19302,Employed,1,766,6147,150044,120,1
45,46749,Unemployed,3,658,6733,281805,360,1
33,16024,Employed,7,562,3372,9747,180,0
41,54559,Employed,3,653,19798,62110,180,1
54,32811,Employed,6,517,11812,98062,240,1
51,79629,Self-Employed,5,573,42782,63538,12,0
26,184717,Employed,22,850,64467,102078,360,1
22,29911,Self-Employed,10,711,14160,69577,180,0
42,22209,Employed,7,573,13050,19048,360,1
38,22051,Employed,1,596,10630,235659,48,0
38,34896,Employed,11,663,14253,200058,24,1
61,37515,Employed,27,524,12958,285072,24,0
48,67289,Self-Employed,24,711,52222,211328,240,1
47,23023,Unemployed,16,625,1929,233111,240,0
34,83804,Self-Employed,1,745,79688,150585,12,1
53,38205,Unemployed,12,584,30434,272565,36,0
30,70769,Employed,22,663,42973,236611,24,0
53,206912,Self-Employed,16,633,32070,44310,36,1
41,35404,Unemployed,20,679,4010,57071,360,0
57,43115,Unemployed,27,696,12864,16377,36,1
54,52963,Unemployed,2,681,46353,84778,36,0
45,78159,Employed,2,575,55866,210896,60,0
39,15533,Self-Employed,26,663,7605,184769,24,0
25,27446,Self-Employed,9,511,22631,294140,360,0
47,94330,Employed,21,756,31444,129798,180,1
25,15557,Employed,7,753,9791,144420,48,1
44,15930,Self-Employed,8,850,505,151462,12,1
41,39755,Unemployed,25,605,28465,282567,48,1
61,32652,Self-Employed,15,493,13217,209203,60,0
45,194645,Employed,3,556,70518,255674,360,0
30,203995,Self-Employed,13,681,57036,233498,120,1
62,217878,Self-Employed,26,731,57338,35190,24,1
25,32395,Employed,28,721,3953,299753,360,1
40,38287,Self-Employed,26,468,19168,81963,180,1
30,75095,Employed,29,735,64480,200850,24,1
54,52559,Employed,13,850,8735,266670,12,1
49,37616,Employed,24,653,19699,86115,48,0
64,66158,Employed,25,648,65216,113251,120,1
61,30790,Employed,17,391,9488,290660,240,0
61,46064,Employed,10,615,29218,182656,24,1
24,30220,Self-Employed,24,723,27120,127156,12,1
28,68786,Employed,17,733,65115,139723,180,0
43,85195,Employed,12,701,40318,217538,36,1
23,81501,Employed,28,568,58371,32175,180,0
29,16817,Employed,13,588,14076,225436,60,0
44,51400,Unemployed,4,626,21188,85173,120,0
28,229340,Self-Employed,7,491,78262,11557,240,1
57,25668,Self-Employed,14,638,1075,118350,240,1
26,101756,Self-Employed,26,628,6941,107885,12,1
42,18813,Self-Employed,9,595,4543,192284,36,0
54,124543,Employed,11,493,5231,78931,24,1
41,21251,Self-Employed,16,557,9679,105944,180,1
21,86535,Employed,3,625,19723,199120,60,0
38,43185,Employed,19,504,42871,21683,48,1
53,234378,Employed,18,479,67830,81040,360,1
37,20603,Employed,2,526,19942,72320,60,0
64,100831,Unemployed,0,554,48560,298578,180,0
29,20926,Employed,6,519,14673,237142,180,0
55,15301,Employed,16,608,6761,293258,36,0
61,35582,Employed,1,755,3297,216063,240,1
53,30503,Employed,2,809,29495,265171,60,0
54,129314,Employed,22,755,47635,139170,360,1
35,167305,Employed,6,784,72810,105331,180,1
53,140773,Employed,14,529,56804,186228,240,0
27,81975,Employed,27,702,19279,51639,360,1
48,71925,Employed,2,777,18284,193133,180,1
24,59421,Employed,14,637,24014,251326,12,1
41,174022,Employed,24,601,56293,30490,240,1
26,161527,Self-Employed,6,750,66567,194069,48,1
50,193305,Employed,10,556,13411,9839,36,0
43,35808,Employed,3,643,7175,178419,48,1
42,87493,Employed,12,469,24587,76535,60,1
41,207871,Employed,12,673,44998,9617,360,1
55,42352,Employed,20,805,22939,210019,180,1
24,54675,Employed,18,640,6530,106741,24,1
24,40890,Employed,28,607,30891,69870,360,1
55,55004,Employed,8,767,38105,253181,60,1
24,16734,Unemployed,16,718,12941,47406,12,0
38,21400,Employed,14,731,9863,89699,120,1
64,36186,Self-Employed,16,425,14351,68477,12,0
30,59346,Self-Employed,20,737,33231,193923,240,1
41,208081,Employed,27,623,46042,261182,360,1
45,60781,Employed,23,537,43591,121862,48,0
24,68824,Self-Employed,21,531,45570,287912,360,0
47,34200,Employed,4,836,32179,224451,120,1
54,52699,Employed,4,756,32143,15983,48,1
36,35751,Employed,3,726,19478,244143,120,0
50,53734,Unemployed,29,573,46278,200241,240,0
38,18161,Employed,1,711,2333,107653,60,1
56,31243,Employed,15,626,30485,272059,360,1
45,50935,Self-Employed,11,683,43125,99817,60,1
31,237178,Employed,10,672,4503,123854,60,1
26,51148,Self-Employed,18,682,11065,173927,240,1
51,78825,Self-Employed,0,483,52041,143528,60,0
31,45869,Employed,18,596,9355,49159,24,1
43,52354,Self-Employed,26,524,12877,66762,60,0
59,37579,Employed,16,584,8861,125005,24,1
54,144543,Employed,28,644,73718,84168,240,1
34,20495,Employed,10,681,3008,41397,24,1
22,229121,Employed,15,678,37064,128078,360,1
47,31790,Self-Employed,18,593,21250,90862,240,0
24,52497,Self-Employed,23,590,12764,182533,12,0
43,54250,Self-Employed,25,681,18295,123778,180,1
35,205509,Employed,26,515,45170,214859,12,0
43,22985,Self-Employed,26,703,8882,154159,120,0
33,42337,Self-Employed,8,397,8223,95303,180,0
27,74850,Employed,11,649,18440,240699,36,1
56,141551,Employed,17,579,42453,264992,12,1
48,23558,Self-Employed,28,427,14893,73667,36,0
42,235579,Self-Employed,10,544,51131,228915,120,1
63,64084,Employed,5,681,11793,230116,180,0
46,36080,Employed,9,591,4918,97448,36,1
64,30442,Employed,17,638,9811,225011,48,1
38,21853,Employed,7,726,4850,289298,12,1
63,27679,Employed,26,845,1749,53451,240,1
34,141518,Employed,25,509,54530,125919,240,1
50,45479,Employed,1,545,17554,71843,36,0
46,42757,Unemployed,22,697,12337,65937,12,1
30,26623,Employed,8,629,1156,49401,120,1
31,79873,Employed,10,605,77418,11675,60,0
34,60548,Self-Employed,14,750,49331,29050,240,0
42,60484,Employed,11,570,7896,123443,48,1
48,233482,Employed,20,636,63610,53513,24,1
28,44698,Employed,25,737,1194,32616,120,1
31,80385,Unemployed,3,691,79162,8205,48,0
52,99844,Employed,21,617,45005,250425,36,1
21,38274,Employed,3,475,10611,65026,60,0
42,35801,Self-Employed,7,528,27655,100807,36,0
62,76390,Unemployed,23,504,75024,15945,12,0
59,69600,Employed,14,663,36004,287896,24,1
45,122548,Employed,12,549,58195,43858,360,0
51,17346,Self-Employed,28,608,7035,143884,12,1
41,15479,Unemployed,9,660,1494,250022,24,0
30,21905,Employed,2,457,13566,193840,48,0
42,87083,Employed,16,480,55217,154430,60,0
25,36845,Unemployed,15,681,21558,172935,360,0
31,77994,Employed,22,552,73508,261750,12,0
26,40220,Unemployed,0,780,251,110142,36,0
23,27466,Unemployed,21,485,23,28645,120,1
60,24678,Employed,18,687,7626,81061,48,1
35,64895,Self-Employed,10,695,1996,147509,60,1
50,29797,Employed,6,655,10480,159269,360,1
62,117117,Employed,13,692,58488,107174,360,1
30,17131,Self-Employed,18,760,5991,37124,60,1
56,86511,Employed,8,664,73733,43301,24,1
33,32200,Employed,8,574,13711,132375,360,1
38,42466,Employed,29,656,4846,114572,60,1
46,32222,Employed,24,575,26437,207997,180,0
40,82597,Unemployed,24,514,60655,117223,48,0
23,73644,Employed,23,694,1739,253950,24,1
43,41530,Self-Employed,11,762,40453,11023,60,0
26,76267,Unemployed,9,692,40344,162778,36,1
53,54542,Employed,4,667,18343,188922,48,1
54,24433,Employed,5,695,22170,150663,120,1
26,81168,Employed,10,551,29362,75141,24,1
45,64740,Self-Employed,15,649,53926,34466,120,1
30,71178,Employed,17,735,45877,287971,120,1
42,36883,Employed,24,622,14420,172553,60,1
54,81723,Employed,14,809,43800,157897,36,1
52,21283,Self-Employed,9,772,10505,39677,180,0
30,117423,Self-Employed,21,675,16348,168071,120,1
58,68389,Employed,2,602,68247,6294,24,1
52,16556,Employed,21,613,4784,124424,12,1
46,71682,Self-Employed,15,846,22778,78958,240,1
29,15518,Unemployed,7,610,8957,86575,12,0
59,80975,Employed,5,676,37195,37846,12,0
41,30258,Employed,8,523,14129,184264,24,0
40,19431,Employed,23,498,5016,139137,240,0
51,29688,Self-Employed,23,526,197,276192,24,1
38,72047,Employed,25,531,16539,66154,12,1
43,63860,Employed,19,526,39877,282181,180,1
55,84868,Unemployed,27,796,15461,84987,180,1
26,165129,Employed,15,651,70540,281426,180,1
21,31097,Employed,20,496,13723,254024,180,0
52,60493,Unemployed,24,618,43502,113364,36,0
24,28617,Employed,6,569,11575,133169,120,0
58,73866,Employed,0,820,51003,126335,240,1
22,150730,Employed,18,571,5791,294609,120,1
52,26094,Employed,17,794,10300,153731,240,1
40,24261,Employed,19,594,21816,9536,240,0
45,20988,Employed,17,440,6093,158913,36,1
28,87704,Self-Employed,17,706,26719,92597,12,1
41,63772,Self-Employed,14,796,46153,9914,60,0
44,37258,Employed,5,747,35195,170924,36,1
27,75234,Self-Employed,4,404,46580,60889,12,0
30,81399,Employed,17,594,27432,104197,360,1
47,66061,Employed,5,599,39277,179858,36,0
50,18833,Employed,25,546,7036,190527,48,0
45,24040,Unemployed,10,776,3753,6444,180,1
48,78575,Employed,2,715,62797,24167,180,0
33,21128,Employed,17,780,5461,148060,120,1
33,76597,Employed,23,637,3217,46034,36,1
23,22836,Employed,26,750,11068,187255,240,1
43,98625,Employed,2,612,22660,65637,36,1
59,52160,Self-Employed,6,611,30457,101241,240,0
61,33924,Employed,21,643,21728,191797,120,0
53,36876,Employed,20,775,28022,10769,240,1
53,44836,Self-Employed,29,451,22989,18453,48,0
63,16569,Self-Employed,24,519,9309,68639,36,0
29,38907,Unemployed,3,708,33188,110777,48,1
46,88979,Self-Employed,3,790,42381,172883,60,1
54,68058,Employed,23,797,26969,80367,60,1
32,80601,Self-Employed,7,684,37020,26918,36,1
63,55649,Employed,18,730,32000,254752,48,1
40,49499,Employed,11,651,10382,176935,180,1
51,29138,Employed,22,617,3526,210931,180,0
36,55868,Unemployed,12,647,1087,150665,120,1
54,37544,Unemployed,2,761,8030,176097,120,1
27,187836,Self-Employed,29,578,8084,13742,360,1
40,60636,Employed,2,535,4440,72999,12,1
56,76648,Self-Employed,10,719,45313,131955,48,1
24,27075,Self-Employed,29,621,910,254756,36,1
40,20500,Unemployed,24,578,16154,268755,12,0
54,63539,Employed,7,663,60189,222622,360,1
52,19879,Employed,12,625,19235,36349,360,1
30,214121,Self-Employed,14,560,33394,273030,48,1
34,86951,Unemployed,8,660,62976,25446,12,1
55,46744,Self-Employed,8,552,22679,199009,60,1
57,31295,Self-Employed,28,556,7719,37228,180,1
31,31228,Employed,9,572,5107,189373,12,1
25,110895,Employed,13,736,51679,107155,24,1
56,67277,Employed,3,671,64495,241798,24,1
56,27719,Employed,5,635,10895,235242,60,0
61,54016,Self-Employed,14,723,48866,65835,12,1
42,78901,Employed,2,563,12052,200881,12,1
49,45233,Employed,26,696,15625,77382,120,1
47,23233,Employed,26,566,12483,88687,360,0
61,201439,Employed,26,741,32566,107996,60,1
42,60387,Unemployed,13,724,14036,237910,12,1
44,25159,Self-Employed,12,543,18410,195202,120,0
60,116198,Employed,15,600,79926,63059,12,1
37,180007,Employed,20,767,58790,44956,180,1
27,48303,Employed,8,652,40218,126803,240,0
33,21093,Employed,28,688,9503,16506,360,1
49,34327,Employed,26,634,26952,81333,240,0
42,60761,Self-Employed,13,565,54519,265828,60,0
38,46861,Employed,23,778,18251,242510,48,1
55,35289,Unemployed,27,738,29725,30531,120,0
28,33868,Employed,8,729,33324,77085,12,1
26,46142,Self-Employed,2,557,9592,182602,360,1
34,49648,Self-Employed,28,667,45262,144675,360,1
29,28853,Employed,19,844,23436,48657,12,1
46,61706,Employed,8,757,18927,94048,48,1
22,20238,Self-Employed,9,731,2266,299877,180,1
26,219136,Self-Employed,0,606,29716,210726,180,1
47,20503,Employed,14,775,17244,6314,24,1
35,65936,Employed,28,629,43423,241476,36,1
27,19978,Employed,7,548,4328,55521,60,0
21,33649,Employed,9,735,14309,129681,36,1
36,53941,Self-Employed,18,517,35219,58566,36,0
44,112427,Self-Employed,23,746,19196,126311,12,1
37,22624,Self-Employed,18,429,5228,143359,48,0
31,33366,Self-Employed,22,644,30525,148091,12,1
55,16645,Self-Employed,14,678,411,66737,48,0
63,158286,Employed,23,675,14754,36296,48,1
51,31283,Employed,11,717,3770,179284,12,1
24,28534,Employed,11,722,22069,261802,48,1
44,68908,Employed,28,732,20093,118632,360,1
45,70746,Employed,25,611,41333,49908,36,0
48,187178,Employed,28,638,10144,76391,60,1
36,69119,Self-Employed,18,707,50771,154326,180,1
63,93602,Employed,17,636,27184,118038,240,1
47,16029,Employed,25,711,8422,234462,60,0
50,36216,Employed,23,590,33640,171223,60,0
41,53887,Employed,7,548,21555,154761,60,1
24,66630,Employed,22,647,31348,8852,36,0
23,33818,Unemployed,19,847,15959,156698,360,0
34,16826,Employed,24,541,1902,16350,60,0
45,32242,Unemployed,13,801,25379,202735,180,1
64,67611,Employed,23,659,33652,257345,60,1
61,172470,Employed,3,585,74981,43127,180,1
41,65234,Employed,16,696,8657,239037,240,1
51,78879,Self-Employed,20,621,6029,201454,24,1
58,84866,Unemployed,13,782,46,100326,360,1
39,72176,Self-Employed,18,681,29145,221536,36,1
52,35418,Self-Employed,25,560,17130,198562,360,0
37,59359,Employed,9,683,51075,147388,48,1
33,43792,Employed,20,436,15895,197695,120,1
64,177822,Self-Employed,3,602,58747,273337,24,1
30,72205,Self-Employed,3,623,15358,170347,24,1
57,249903,Employed,20,508,55013,68418,120,1
63,25455,Employed,28,600,6962,224467,180,0
32,75540,Self-Employed,14,582,62887,98807,36,1
27,237084,Self-Employed,17,850,48767,51163,48,1
56,79538,Employed,7,697,71263,7008,120,0
22,23740,Unemployed,6,600,4719,140520,12,1
29,32394,Unemployed,15,745,5057,74997,12,1
33,55869,Self-Employed,20,705,1630,276481,360,1
25,123658,Employed,15,780,19044,130286,180,1
37,67425,Employed,8,551,21778,140775,240,1
44,77725,Unemployed,28,629,30488,290775,180,0
58,34472,Employed,8,694,2005,273734,240,1
37,57421,Employed,8,507,13183,194898,48,1
28,64910,Employed,3,566,17251,235353,36,0
45,127065,Unemployed,20,591,56525,60462,36,0
45,36514,Self-Employed,6,850,24980,130433,60,0
32,23824,Self-Employed,2,788,12744,298281,48,0
60,48906,Self-Employed,21,601,43965,80471,12,1
27,63070,Employed,24,603,42877,73645,48,0
45,170064,Self-Employed,28,543,69760,295790,60,0
48,25689,Employed,28,631,13052,124523,36,1
60,89186,Unemployed,26,709,64770,94727,60,1
56,100532,Self-Employed,18,531,75931,271775,36,0
42,76333,Unemployed,16,647,10226,245462,24,1
42,237854,Employed,17,721,79307,220558,360,1
21,110537,Self-Employed,24,526,26086,167256,12,1
24,87538,Unemployed,28,738,66699,77477,360,1
50,20056,Unemployed,22,621,17089,149426,48,0
60,72698,Employed,5,732,57514,290650,48,0
53,70940,Self-Employed,19,677,51875,119262,12,1
29,44240,Employed,1,835,26240,204330,24,1
25,57893,Unemployed,22,850,19343,129536,36,1
28,99143,Self-Employed,12,779,64285,8044,120,1
52,63875,Self-Employed,5,746,6338,220034,60,1
22,66133,Employed,15,617,46443,167322,360,1
63,34832,Unemployed,9,572,11647,185968,36,0
45,30334,Employed,11,731,7454,86042,24,1
58,53159,Employed,1,742,16178,58709,24,1
49,23243,Employed,3,664,4932,71685,24,1
58,85299,Employed,5,515,38581,72133,24,0
27,16317,Self-Employed,0,507,104,57905,36,0
33,63349,Self-Employed,7,599,30627,78076,360,0
51,28300,Unemployed,19,805,14116,36507,240,1
38,66556,Self-Employed,7,646,64964,210416,24,0
42,53003,Unemployed,16,618,10517,150246,24,1
54,104480,Employed,20,601,66996,45269,24,0
35,88071,Employed,29,552,26884,180877,240,1
39,18311,Unemployed,6,596,1944,210742,60,0
41,80407,Self-Employed,20,850,51782,148907,24,1
23,26010,Employed,2,602,12050,83191,36,1
47,63362,Unemployed,1,768,42687,244888,48,1
35,15513,Employed,4,750,9947,197248,240,1
34,51556,Employed,29,657,44143,63931,12,1
38,136443,Employed,25,513,5056,69957,360,1
63,16527,Employed,16,606,8584,135900,24,1
28,81742,Employed,29,704,59417,188692,360,1
47,23590,Employed,14,590,18661,44041,120,0
62,83582,Unemployed,18,599,2305,224342,48,0
54,193500,Self-Employed,27,667,10923,55411,36,1
64,65728,Self-Employed,14,680,37220,71022,36,1
62,19006,Self-Employed,2,576,6239,168339,240,1
45,18636,Employed,0,705,2017,163797,48,0
29,55744,Unemployed,15,722,7425,108284,240,1
37,33034,Self-Employed,29,790,32775,249924,36,0
60,20227,Unemployed,25,620,19132,161049,120,0
41,51370,Self-Employed,23,667,12863,243349,60,1
41,126646,Employed,3,701,53583,223552,36,1
64,23427,Employed,4,566,5845,10708,48,0
21,115740,Employed,22,799,55181,200460,180,1
57,130689,Employed,8,653,5004,125149,24,1
32,36747,Employed,0,700,3702,53564,48,1
41,89929,Unemployed,11,772,41885,254400,12,1
24,44334,Employed,13,578,9285,136838,360,0
57,64174,Employed,11,671,44359,102179,60,0
30,36044,Employed,26,727,26576,197718,48,1
42,117438,Self-Employed,17,549,44307,285183,180,0
47,15675,Self-Employed,7,670,8521,28490,12,1
57,73260,Employed,26,788,36098,278637,48,1
51,18293,Employed,6,735,17974,154824,360,1
25,46893,Self-Employed,11,580,24085,243536,240,1
30,42618,Self-Employed,12,601,14681,65660,48,1
61,70340,Employed,7,585,42331,26940,240,1
21,59158,Self-Employed,1,601,44158,175696,36,0
53,210417,Employed,12,486,13781,161125,36,1
37,73281,Employed,4,555,27461,59866,240,1
23,37922,Self-Employed,9,695,9625,192164,24,0
30,54547,Employed,5,759,14993,140232,48,1
49,87098,Unemployed,15,631,37156,132676,120,1
58,149022,Unemployed,0,745,25478,51876,120,1
57,71438,Employed,16,593,45322,171817,12,0
22,163020,Unemployed,9,469,42643,225932,48,0
38,123539,Employed,27,563,51029,186417,36,0
50,87172,Self-Employed,20,850,52175,272721,120,1
45,71509,Employed,29,698,23279,85812,240,1
30,27226,Self-Employed,12,712,1485,188586,12,0
63,80012,Employed,5,707,3265,190926,12,1
51,15510,Employed,10,539,14783,164695,12,0
21,127858,Employed,16,779,53861,67573,36,1
27,29312,Employed,16,583,248,277032,36,1
52,90223,Employed,20,609,19755,271528,180,1
55,52850,Self-Employed,8,491,23379,252470,24,0
21,70526,Unemployed,8,557,7182,148488,120,0
25,41266,Self-Employed,19,545,23707,41217,48,0
43,33079,Employed,24,753,22687,262007,24,1
48,16228,Self-Employed,28,412,6195,169847,12,0
54,44070,Employed,15,616,15059,35491,48,1
41,88622,Self-Employed,29,714,25306,143626,36,1
22,65104,Employed,21,555,58418,224442,48,1
24,32838,Employed,6,579,6504,136739,120,0
37,43622,Employed,17,807,23858,22939,180,1
59,27555,Self-Employed,28,602,15908,251196,180,0
45,186600,Employed,14,443,70977,262027,12,0
23,25549,Self-Employed,24,751,8080,137107,60,1
48,213611,Employed,17,749,79859,23986,120,1
42,25811,Employed,0,645,18637,84866,12,0
22,170957,Employed,14,594,23050,187927,48,1
47,39341,Employed,8,850,26150,109256,36,1
41,221368,Self-Employed,8,508,12923,147448,360,0
48,179738,Self-Employed,11,642,22646,251330,36,1
33,27345,Employed,5,647,23614,225339,180,1
60,60457,Employed,17,655,13894,237450,360,1
25,150548,Employed,11,660,9365,93634,120,1
61,185543,Self-Employed,10,481,64080,237265,60,1
35,122527,Employed,26,667,68578,20670,120,1
34,85805,Employed,21,472,54607,77847,120,1
55,20736,Self-Employed,13,696,6070,118722,360,0
